date,mv_total,gmv_total,pnl,return
2010-01-04,21820.99392449,21820.99392449,,
2010-01-05,21826.43917247,21826.43917247,5.445247979998385,0.0002495417027674751
2010-01-06,22054.13522247,22054.13522247,227.69604999999865,0.010432120796286082
2010-01-07,22020.43194848,22020.43194848,-33.703273989998706,-0.00152820655400987
2010-01-08,22030.148348479997,22030.148348479997,9.71639999999752,0.00044124475045403955
2010-01-11,21991.36559848,21991.36559848,-38.78274999999849,-0.0017604398021530132
2010-01-12,21909.026924489997,21909.026924489997,-82.33867399000155,-0.0037441364712563763
2010-01-13,22025.906372470003,22025.906372470003,116.87944798000535,0.0053347621682529045
2010-01-14,22086.84509848,22086.84509848,60.93872600999748,0.002766684148179488
2010-01-15,22004.2044505,22004.2044505,-82.6406479799989,-0.0037416230163939135
2010-01-19,22423.737100500002,22423.737100500002,419.532650000001,0.019066022175160624
2010-01-20,22321.695976509996,22321.695976509996,-102.04112399000587,-0.004550585102415017
2010-01-21,21963.88292449,21963.88292449,-357.81305201999567,-0.016029832697145308
2010-01-22,21556.19404848,21556.19404848,-407.68887601000097,-0.018561785154819876
2010-01-25,21483.25229848,21483.25229848,-72.94174999999814,-0.0033837953878106397
2010-01-26,21428.97422449,21428.97422449,-54.27807399000085,-0.002526529653698706
2010-01-27,21559.56012449,21559.56012449,130.58589999999822,0.006093894118868182
2010-01-28,21229.25959848,21229.25959848,-330.3005260099999,-0.01532037407548048
2010-01-29,21090.52977247,21090.52977247,-138.72982600999967,-0.0065348405283024436
2010-02-01,21133.125374490002,21133.125374490002,42.59560202000284,0.00201965538464588
2010-02-02,21291.514174490003,21291.514174490003,158.38880000000063,0.007494811921723299
2010-02-03,21430.051800499998,21430.051800499998,138.5376260099947,0.006506706140044338
2010-02-04,20888.640798480003,20888.640798480003,-541.4110020199951,-0.025264101415161444
2010-02-05,20815.23949848,20815.23949848,-73.40130000000136,-0.0035139337551030048
2010-02-08,20599.36477247,20599.36477247,-215.87472601000263,-0.01037099409909581
2010-02-09,20719.36597247,20719.36597247,120.00120000000243,0.0058254806070707765
2010-02-10,20659.70654848,20659.70654848,-59.659423990000505,-0.002879403938772618
2010-02-11,21039.42314848,21039.42314848,379.71659999999974,0.018379573742199895
2010-02-12,21000.780072470003,21000.780072470003,-38.64307600999746,-0.001836698455907504
2010-02-16,21218.113024489998,21218.113024489998,217.332952019995,0.010348803771575099
2010-02-17,21197.45152247,21197.45152247,-20.661502019996988,-0.0009737671769468603
2010-02-18,21384.7294505,21384.7294505,187.2779280299983,0.008834926586881231
2010-02-19,21292.574498480004,21292.574498480004,-92.15495201999511,-0.0043093812448414814
2010-02-22,21142.55509848,21142.55509848,-150.01940000000468,-0.007045620528917884
2010-02-23,20913.238548479996,20913.238548479996,-229.3165500000032,-0.0108462079881958
2010-02-24,20986.875274489998,20986.875274489998,73.63672601000144,0.0035210580054017004
2010-02-25,20817.83744848,20817.83744848,-169.03782600999693,-0.008054454214795226
2010-02-26,20904.176546460003,20904.176546460003,86.3390979800024,0.004147361520795645
2010-03-01,21023.916124490002,21023.916124490002,119.7395780299994,0.005728021755072588
2010-03-02,21193.87227247,21193.87227247,169.95614797999588,0.008083943399204374
2010-03-03,21202.87779848,21202.87779848,9.005526010001631,0.00042491178083103875
2010-03-04,21281.37774848,21281.37774848,78.49995000000126,0.0037023252572643273
2010-03-05,21496.63587247,21496.63587247,215.25812398999915,0.010114858470823052
2010-03-08,21468.034198479996,21468.034198479996,-28.6016739900042,-0.001330518605780262
2010-03-09,21695.1508505,21695.1508505,227.11665202000222,0.010579294308935117
2010-03-10,21668.16862247,21668.16862247,-26.982228029999533,-0.001243698567294227
2010-03-11,21684.903624489998,21684.903624489998,16.73500201999923,0.0007723311698177859
2010-03-12,21696.433050500003,21696.433050500003,11.529426010005409,0.0005316798363348418
2010-03-15,21796.651000500002,21796.651000500002,100.21794999999838,0.004619097976461539
2010-03-16,21723.77244848,21723.77244848,-72.87855202000355,-0.003343566496446293
2010-03-17,21853.9543005,21853.9543005,130.18185202000313,0.005992598768411073
2010-03-18,22020.940674489997,22020.940674489997,166.98637398999563,0.007641014147548253
2010-03-19,21766.504422469996,21766.504422469996,-254.43625202000112,-0.011554286248759205
2010-03-22,21877.83977247,21877.83977247,111.33535000000484,0.005114985292956398
2010-03-23,21934.115772470002,21934.115772470002,56.27600000000166,0.0025722832137575757
2010-03-24,21690.34052247,21690.34052247,-243.77525000000242,-0.011113976625671373
2010-03-25,21528.44367247,21528.44367247,-161.896850000001,-0.0074640068390021685
2010-03-26,21764.57037247,21764.57037247,236.1267000000007,0.010968126799707045
2010-03-29,21770.347546459998,21770.347546459998,5.7771739899981185,0.00026543937652467875
2010-03-30,22044.71342247,22044.71342247,274.36587601000065,0.012602732934073657
2010-03-31,21915.79232247,21915.79232247,-128.92109999999957,-0.005848164025965108
2010-04-01,21903.50907247,21903.50907247,-12.283250000000407,-0.0005604748310836793
2010-04-05,21983.289570449997,21983.289570449997,79.78049797999847,0.0036423614917608926
2010-04-06,21893.13029646,21893.13029646,-90.15927398999702,-0.004101263994229054
2010-04-07,21831.974570450002,21831.974570450002,-61.155726009998034,-0.0027933751447085653
2010-04-08,21842.196296460002,21842.196296460002,10.221726010000566,0.0004681997946185401
2010-04-09,22193.49189646,22193.49189646,351.29559999999765,0.016083345980043795
2010-04-12,22234.05212045,22234.05212045,40.56022398999994,0.001827572883943862
2010-04-13,22263.69579646,22263.69579646,29.64367601000049,0.001333255667901101
2010-04-14,22238.91589848,22238.91589848,-24.779897979999078,-0.001113018171221114
2010-04-15,22316.615772470002,22316.615772470002,77.69987399000092,0.003493869680729844
2010-04-16,22185.71702045,22185.71702045,-130.89875202000258,-0.005865528777059481
2010-04-19,22120.310424490002,22120.310424490002,-65.4065959599975,-0.0029481398279671556
2010-04-20,22497.90742449,22497.90742449,377.59699999999793,0.017070149231809495
2010-04-21,22569.700796459998,22569.700796459998,71.79337196999768,0.0031911133162476624
2010-04-22,22549.86752045,22549.86752045,-19.83327600999837,-0.0008787567096639748
2010-04-23,22793.78659646,22793.78659646,243.91907600999912,0.010816874014394795
2010-04-26,22706.87544444,22706.87544444,-86.91115201999855,-0.0038129317238363436
2010-04-27,22506.98161843,22506.98161843,-199.89382601000034,-0.008803229070380336
2010-04-28,22549.476068429998,22549.476068429998,42.494449999998324,0.0018880563693712826
2010-04-29,22886.991346460003,22886.991346460003,337.515278030005,0.014967765858761473
2010-04-30,22666.32687045,22666.32687045,-220.66447601000255,-0.009641480291997073
2010-05-03,22811.37006843,22811.37006843,145.04319797999779,0.006399060545142499
2010-05-04,22364.55702045,22364.55702045,-446.8130479799984,-0.019587295574077346
2010-05-05,22017.09652045,22017.09652045,-347.46050000000105,-0.015536212037747243
2010-05-06,21445.508792419998,21445.508792419998,-571.587728030001,-0.025961085627212332
2010-05-07,21095.79149242,21095.79149242,-349.7172999999966,-0.016307251247105192
2010-05-10,21685.061942419998,21685.061942419998,589.2704499999963,0.027933080880692573
2010-05-11,21611.60554444,21611.60554444,-73.45639797999684,-0.003387419329262009
2010-05-12,21856.10741843,21856.10741843,244.5018739900006,0.011313452556184656
2010-05-13,21574.15246843,21574.15246843,-281.954950000003,-0.012900510809269128
2010-05-14,20982.514468430003,20982.514468430003,-591.6379999999954,-0.02742346429903808
2010-05-17,21197.33464444,21197.33464444,214.82017600999825,0.010238056851251676
2010-05-18,20964.21766843,20964.21766843,-233.11697601000196,-0.01099746642303201
